route_id,scenario,commodity,route_role,route_family_id,year,month,period,month_index,is_active,volume_tons,annualized_route_volume_tons,animation_intensity
R002,current,maize,baseline_only,F002,2026,3,2026-03,3,1,32400,360000,0.868
R002,current,maize,baseline_only,F002,2026,4,2026-04,4,1,29400,360000,0.787
R002,current,maize,baseline_only,F002,2026,5,2026-05,5,1,28200,360000,0.755
R002,current,maize,baseline_only,F002,2026,6,2026-06,6,1,27000,360000,0.723
R002,current,maize,baseline_only,F002,2026,7,2026-07,7,1,26400,360000,0.707
R002,current,maize,baseline_only,F002,2026,8,2026-08,8,1,26700,360000,0.715
R002,current,maize,baseline_only,F002,2026,9,2026-09,9,1,28500,360000,0.763
R002,current,maize,baseline_only,F002,2026,10,2026-10,10,1,30000,360000,0.804
R002,current,maize,baseline_only,F002,2026,11,2026-11,11,1,31500,360000,0.844
R002,current,maize,baseline_only,F002,2026,12,2026-12,12,1,33300,360000,0.892
R002,current,maize,baseline_only,F002,2027,1,2027-01,13,1,33495,365400,0.884
R002,current,maize,baseline_only,F002,2027,2,2027-02,14,1,34104,365400,0.9
R002,current,maize,baseline_only,F002,2027,3,2027-03,15,1,32886,365400,0.868
R002,current,maize,baseline_only,F002,2027,4,2027-04,16,1,29841,365400,0.787
R002,current,maize,baseline_only,F002,2027,5,2027-05,17,1,28623,365400,0.755
R002,current,maize,baseline_only,F002,2027,6,2027-06,18,1,27405,365400,0.723
R002,current,maize,baseline_only,F002,2027,7,2027-07,19,1,26796,365400,0.707
R002,current,maize,baseline_only,F002,2027,8,2027-08,20,1,27100,365400,0.715
R002,current,maize,baseline_only,F002,2027,9,2027-09,21,1,28927,365400,0.763
R002,current,maize,baseline_only,F002,2027,10,2027-10,22,1,30450,365400,0.804
R002,current,maize,baseline_only,F002,2027,11,2027-11,23,1,31972,365400,0.844
R002,current,maize,baseline_only,F002,2027,12,2027-12,24,1,33800,365400,0.892
R002,current,maize,baseline_only,F002,2028,1,2028-01,25,1,33997,370881,0.884
R002,current,maize,baseline_only,F002,2028,2,2028-02,26,1,34616,370881,0.9
R002,current,maize,baseline_only,F002,2028,3,2028-03,27,1,33379,370881,0.868
R002,current,maize,baseline_only,F002,2028,4,2028-04,28,1,30289,370881,0.787
R002,current,maize,baseline_only,F002,2028,5,2028-05,29,1,29052,370881,0.755
R002,current,maize,baseline_only,F002,2028,6,2028-06,30,1,27816,370881,0.723
R002,current,maize,baseline_only,F002,2028,7,2028-07,31,1,27198,370881,0.707
R002,current,maize,baseline_only,F002,2028,8,2028-08,32,1,27507,370881,0.715
R002,current,maize,baseline_only,F002,2028,9,2028-09,33,1,29361,370881,0.763
R002,current,maize,baseline_only,F002,2028,10,2028-10,34,1,30907,370881,0.804
R002,current,maize,baseline_only,F002,2028,11,2028-11,35,1,32452,370881,0.844
R002,current,maize,baseline_only,F002,2028,12,2028-12,36,1,34306,370881,0.892
R002,current,maize,baseline_only,F002,2029,1,2029-01,37,1,34507,376444,0.884
R002,current,maize,baseline_only,F002,2029,2,2029-02,38,1,35135,376444,0.9
R002,current,maize,baseline_only,F002,2029,3,2029-03,39,1,33880,376444,0.868
R002,current,maize,baseline_only,F002,2029,4,2029-04,40,1,30743,376444,0.787
R002,current,maize,baseline_only,F002,2029,5,2029-05,41,1,29488,376444,0.755
R002,current,maize,baseline_only,F002,2029,6,2029-06,42,1,28233,376444,0.723
R002,current,maize,baseline_only,F002,2029,7,2029-07,43,1,27606,376444,0.707
R002,current,maize,baseline_only,F002,2029,8,2029-08,44,1,27920,376444,0.715
R002,current,maize,baseline_only,F002,2029,9,2029-09,45,1,29802,376444,0.763
R002,current,maize,baseline_only,F002,2029,10,2029-10,46,1,31370,376444,0.804
R002,current,maize,baseline_only,F002,2029,11,2029-11,47,1,32939,376444,0.844
R002,current,maize,baseline_only,F002,2029,12,2029-12,48,1,34821,376444,0.892
R002,current,maize,baseline_only,F002,2030,1,2030-01,49,1,35025,382091,0.884
R002,current,maize,baseline_only,F002,2030,2,2030-02,50,1,35662,382091,0.9
R002,current,maize,baseline_only,F002,2030,3,2030-03,51,1,34388,382091,0.868
R002,current,maize,baseline_only,F002,2030,4,2030-04,52,1,31204,382091,0.787
R002,current,maize,baseline_only,F002,2030,5,2030-05,53,1,29930,382091,0.755
R002,current,maize,baseline_only,F002,2030,6,2030-06,54,1,28657,382091,0.723
R002,current,maize,baseline_only,F002,2030,7,2030-07,55,1,28020,382091,0.707
R002,current,maize,baseline_only,F002,2030,8,2030-08,56,1,28338,382091,0.715
R002,current,maize,baseline_only,F002,2030,9,2030-09,57,1,30249,382091,0.763
R002,current,maize,baseline_only,F002,2030,10,2030-10,58,1,31841,382091,0.804
R002,current,maize,baseline_only,F002,2030,11,2030-11,59,1,33433,382091,0.844
R002,current,maize,baseline_only,F002,2030,12,2030-12,60,1,35343,382091,0.892
R003,current,maize,baseline_only,F003,2026,1,2026-01,1,1,20167,220000,0.884
R003,current,maize,baseline_only,F003,2026,2,2026-02,2,1,20533,220000,0.9
R003,current,maize,baseline_only,F003,2026,3,2026-03,3,1,19800,220000,0.868
R003,current,maize,baseline_only,F003,2026,4,2026-04,4,1,17967,220000,0.787
R003,current,maize,baseline_only,F003,2026,5,2026-05,5,1,17233,220000,0.755
R003,current,maize,baseline_only,F003,2026,6,2026-06,6,1,16500,220000,0.723
R003,current,maize,baseline_only,F003,2026,7,2026-07,7,1,16133,220000,0.707
R003,current,maize,baseline_only,F003,2026,8,2026-08,8,1,16317,220000,0.715
R003,current,maize,baseline_only,F003,2026,9,2026-09,9,1,17417,220000,0.763
R003,current,maize,baseline_only,F003,2026,10,2026-10,10,1,18333,220000,0.804
R003,current,maize,baseline_only,F003,2026,11,2026-11,11,1,19250,220000,0.844
R003,current,maize,baseline_only,F003,2026,12,2026-12,12,1,20350,220000,0.892
R003,current,maize,baseline_only,F003,2027,1,2027-01,13,1,20469,223300,0.884
R003,current,maize,baseline_only,F003,2027,2,2027-02,14,1,20841,223300,0.9
R003,current,maize,baseline_only,F003,2027,3,2027-03,15,1,20097,223300,0.868
R003,current,maize,baseline_only,F003,2027,4,2027-04,16,1,18236,223300,0.787
R003,current,maize,baseline_only,F003,2027,5,2027-05,17,1,17492,223300,0.755
R003,current,maize,baseline_only,F003,2027,6,2027-06,18,1,16748,223300,0.723
R003,current,maize,baseline_only,F003,2027,7,2027-07,19,1,16375,223300,0.707
R003,current,maize,baseline_only,F003,2027,8,2027-08,20,1,16561,223300,0.715
R003,current,maize,baseline_only,F003,2027,9,2027-09,21,1,17678,223300,0.763
R003,current,maize,baseline_only,F003,2027,10,2027-10,22,1,18608,223300,0.804
R003,current,maize,baseline_only,F003,2027,11,2027-11,23,1,19539,223300,0.844
R003,current,maize,baseline_only,F003,2027,12,2027-12,24,1,20655,223300,0.892
R003,current,maize,baseline_only,F003,2028,1,2028-01,25,1,20776,226649,0.884
R003,current,maize,baseline_only,F003,2028,2,2028-02,26,1,21154,226649,0.9
R003,current,maize,baseline_only,F003,2028,3,2028-03,27,1,20398,226649,0.868
R003,current,maize,baseline_only,F003,2028,4,2028-04,28,1,18510,226649,0.787
R003,current,maize,baseline_only,F003,2028,5,2028-05,29,1,17754,226649,0.755
R003,current,maize,baseline_only,F003,2028,6,2028-06,30,1,16999,226649,0.723
R003,current,maize,baseline_only,F003,2028,7,2028-07,31,1,16621,226649,0.707
R003,current,maize,baseline_only,F003,2028,8,2028-08,32,1,16810,226649,0.715
R003,current,maize,baseline_only,F003,2028,9,2028-09,33,1,17943,226649,0.763
R003,current,maize,baseline_only,F003,2028,10,2028-10,34,1,18887,226649,0.804
R003,current,maize,baseline_only,F003,2028,11,2028-11,35,1,19832,226649,0.844
R003,current,maize,baseline_only,F003,2028,12,2028-12,36,1,20965,226649,0.892
R003,current,maize,baseline_only,F003,2029,1,2029-01,37,1,21088,230049,0.884
R003,current,maize,baseline_only,F003,2029,2,2029-02,38,1,21471,230049,0.9
R003,current,maize,baseline_only,F003,2029,3,2029-03,39,1,20704,230049,0.868
R003,current,maize,baseline_only,F003,2029,4,2029-04,40,1,18787,230049,0.787
R003,current,maize,baseline_only,F003,2029,5,2029-05,41,1,18021,230049,0.755
R003,current,maize,baseline_only,F003,2029,6,2029-06,42,1,17254,230049,0.723
R003,current,maize,baseline_only,F003,2029,7,2029-07,43,1,16870,230049,0.707
R003,current,maize,baseline_only,F003,2029,8,2029-08,44,1,17062,230049,0.715
R003,current,maize,baseline_only,F003,2029,9,2029-09,45,1,18212,230049,0.763
R003,current,maize,baseline_only,F003,2029,10,2029-10,46,1,19171,230049,0.804
R003,current,maize,baseline_only,F003,2029,11,2029-11,47,1,20129,230049,0.844
R003,current,maize,baseline_only,F003,2029,12,2029-12,48,1,21280,230049,0.892
R003,current,maize,baseline_only,F003,2030,1,2030-01,49,1,21404,233500,0.884
R003,current,maize,baseline_only,F003,2030,2,2030-02,50,1,21793,233500,0.9
R003,current,maize,baseline_only,F003,2030,3,2030-03,51,1,21015,233500,0.868
R003,current,maize,baseline_only,F003,2030,4,2030-04,52,1,19069,233500,0.787
R003,current,maize,baseline_only,F003,2030,5,2030-05,53,1,18291,233500,0.755
R003,current,maize,baseline_only,F003,2030,6,2030-06,54,1,17512,233500,0.723
R003,current,maize,baseline_only,F003,2030,7,2030-07,55,1,17123,233500,0.707
R003,current,maize,baseline_only,F003,2030,8,2030-08,56,1,17318,233500,0.715
R003,current,maize,baseline_only,F003,2030,9,2030-09,57,1,18485,233500,0.763
R003,current,maize,baseline_only,F003,2030,10,2030-10,58,1,19458,233500,0.804
R003,current,maize,baseline_only,F003,2030,11,2030-11,59,1,20431,233500,0.844
R003,current,maize,baseline_only,F003,2030,12,2030-12,60,1,21599,233500,0.892
R004,current,wheat,baseline_only,F004,2026,1,2026-01,1,1,15450,180000,0.85
R004,current,wheat,baseline_only,F004,2026,2,2026-02,2,1,15750,180000,0.867
R004,current,wheat,baseline_only,F004,2026,3,2026-03,3,1,16200,180000,0.892
R004,current,wheat,baseline_only,F004,2026,4,2026-04,4,1,16350,180000,0.9
R004,current,wheat,baseline_only,F004,2026,5,2026-05,5,1,15900,180000,0.875
R004,current,wheat,baseline_only,F004,2026,6,2026-06,6,1,15000,180000,0.826
R004,current,wheat,baseline_only,F004,2026,7,2026-07,7,1,14400,180000,0.793
R004,current,wheat,baseline_only,F004,2026,8,2026-08,8,1,13800,180000,0.76
R004,current,wheat,baseline_only,F004,2026,9,2026-09,9,1,13500,180000,0.743
R004,current,wheat,baseline_only,F004,2026,10,2026-10,10,1,14100,180000,0.776
R004,current,wheat,baseline_only,F004,2026,11,2026-11,11,1,14700,180000,0.809
R004,current,wheat,baseline_only,F004,2026,12,2026-12,12,1,14850,180000,0.817
R004,current,wheat,baseline_only,F004,2027,1,2027-01,13,1,15635,182160,0.85
R004,current,wheat,baseline_only,F004,2027,2,2027-02,14,1,15939,182160,0.867
R004,current,wheat,baseline_only,F004,2027,3,2027-03,15,1,16394,182160,0.892
R004,current,wheat,baseline_only,F004,2027,4,2027-04,16,1,16546,182160,0.9
R004,current,wheat,baseline_only,F004,2027,5,2027-05,17,1,16091,182160,0.875
R004,current,wheat,baseline_only,F004,2027,6,2027-06,18,1,15180,182160,0.826
R004,current,wheat,baseline_only,F004,2027,7,2027-07,19,1,14573,182160,0.793
R004,current,wheat,baseline_only,F004,2027,8,2027-08,20,1,13966,182160,0.76
R004,current,wheat,baseline_only,F004,2027,9,2027-09,21,1,13662,182160,0.743
R004,current,wheat,baseline_only,F004,2027,10,2027-10,22,1,14269,182160,0.776
R004,current,wheat,baseline_only,F004,2027,11,2027-11,23,1,14876,182160,0.809
R004,current,wheat,baseline_only,F004,2027,12,2027-12,24,1,15028,182160,0.817
R004,current,wheat,baseline_only,F004,2028,1,2028-01,25,1,15823,184346,0.85
R004,current,wheat,baseline_only,F004,2028,2,2028-02,26,1,16130,184346,0.867
R004,current,wheat,baseline_only,F004,2028,3,2028-03,27,1,16591,184346,0.892
R004,current,wheat,baseline_only,F004,2028,4,2028-04,28,1,16745,184346,0.9
R004,current,wheat,baseline_only,F004,2028,5,2028-05,29,1,16284,184346,0.875
R004,current,wheat,baseline_only,F004,2028,6,2028-06,30,1,15362,184346,0.826
R004,current,wheat,baseline_only,F004,2028,7,2028-07,31,1,14748,184346,0.793
R004,current,wheat,baseline_only,F004,2028,8,2028-08,32,1,14133,184346,0.76
R004,current,wheat,baseline_only,F004,2028,9,2028-09,33,1,13826,184346,0.743
R004,current,wheat,baseline_only,F004,2028,10,2028-10,34,1,14440,184346,0.776
R004,current,wheat,baseline_only,F004,2028,11,2028-11,35,1,15055,184346,0.809
R004,current,wheat,baseline_only,F004,2028,12,2028-12,36,1,15209,184346,0.817
R004,current,wheat,baseline_only,F004,2029,1,2029-01,37,1,16013,186558,0.85
R004,current,wheat,baseline_only,F004,2029,2,2029-02,38,1,16324,186558,0.867
R004,current,wheat,baseline_only,F004,2029,3,2029-03,39,1,16790,186558,0.892
R004,current,wheat,baseline_only,F004,2029,4,2029-04,40,1,16946,186558,0.9
R004,current,wheat,baseline_only,F004,2029,5,2029-05,41,1,16479,186558,0.875
R004,current,wheat,baseline_only,F004,2029,6,2029-06,42,1,15547,186558,0.826
R004,current,wheat,baseline_only,F004,2029,7,2029-07,43,1,14925,186558,0.793
R004,current,wheat,baseline_only,F004,2029,8,2029-08,44,1,14303,186558,0.76
R004,current,wheat,baseline_only,F004,2029,9,2029-09,45,1,13992,186558,0.743
R004,current,wheat,baseline_only,F004,2029,10,2029-10,46,1,14614,186558,0.776
R004,current,wheat,baseline_only,F004,2029,11,2029-11,47,1,15236,186558,0.809
R004,current,wheat,baseline_only,F004,2029,12,2029-12,48,1,15391,186558,0.817
R004,current,wheat,baseline_only,F004,2030,1,2030-01,49,1,16205,188797,0.85
R004,current,wheat,baseline_only,F004,2030,2,2030-02,50,1,16520,188797,0.867
R004,current,wheat,baseline_only,F004,2030,3,2030-03,51,1,16992,188797,0.892
R004,current,wheat,baseline_only,F004,2030,4,2030-04,52,1,17149,188797,0.9
R004,current,wheat,baseline_only,F004,2030,5,2030-05,53,1,16677,188797,0.875
R004,current,wheat,baseline_only,F004,2030,6,2030-06,54,1,15733,188797,0.826
R004,current,wheat,baseline_only,F004,2030,7,2030-07,55,1,15104,188797,0.793
R004,current,wheat,baseline_only,F004,2030,8,2030-08,56,1,14474,188797,0.76
R004,current,wheat,baseline_only,F004,2030,9,2030-09,57,1,14160,188797,0.743
R004,current,wheat,baseline_only,F004,2030,10,2030-10,58,1,14789,188797,0.776
R004,current,wheat,baseline_only,F004,2030,11,2030-11,59,1,15418,188797,0.809
R004,current,wheat,baseline_only,F004,2030,12,2030-12,60,1,15576,188797,0.817
R005,current,wheat,baseline_only,F005,2026,1,2026-01,1,1,12017,140000,0.85
R005,current,wheat,baseline_only,F005,2026,2,2026-02,2,1,12250,140000,0.867
R005,current,wheat,baseline_only,F005,2026,3,2026-03,3,1,12600,140000,0.892
R005,current,wheat,baseline_only,F005,2026,4,2026-04,4,1,12717,140000,0.9
R005,current,wheat,baseline_only,F005,2026,5,2026-05,5,1,12367,140000,0.875
R005,current,wheat,baseline_only,F005,2026,6,2026-06,6,1,11667,140000,0.826
R005,current,wheat,baseline_only,F005,2026,7,2026-07,7,1,11200,140000,0.793
R005,current,wheat,baseline_only,F005,2026,8,2026-08,8,1,10733,140000,0.76
R005,current,wheat,baseline_only,F005,2026,9,2026-09,9,1,10500,140000,0.743
R005,current,wheat,baseline_only,F005,2026,10,2026-10,10,1,10967,140000,0.776
R005,current,wheat,baseline_only,F005,2026,11,2026-11,11,1,11433,140000,0.809
R005,current,wheat,baseline_only,F005,2026,12,2026-12,12,1,11550,140000,0.817
R005,current,wheat,baseline_only,F005,2027,1,2027-01,13,1,12161,141680,0.85
R005,current,wheat,baseline_only,F005,2027,2,2027-02,14,1,12397,141680,0.867
R005,current,wheat,baseline_only,F005,2027,3,2027-03,15,1,12751,141680,0.892
R005,current,wheat,baseline_only,F005,2027,4,2027-04,16,1,12869,141680,0.9
R005,current,wheat,baseline_only,F005,2027,5,2027-05,17,1,12515,141680,0.875
R005,current,wheat,baseline_only,F005,2027,6,2027-06,18,1,11807,141680,0.826
R005,current,wheat,baseline_only,F005,2027,7,2027-07,19,1,11334,141680,0.793
R005,current,wheat,baseline_only,F005,2027,8,2027-08,20,1,10862,141680,0.76
R005,current,wheat,baseline_only,F005,2027,9,2027-09,21,1,10626,141680,0.743
R005,current,wheat,baseline_only,F005,2027,10,2027-10,22,1,11098,141680,0.776
R005,current,wheat,baseline_only,F005,2027,11,2027-11,23,1,11571,141680,0.809
R005,current,wheat,baseline_only,F005,2027,12,2027-12,24,1,11689,141680,0.817
R005,current,wheat,baseline_only,F005,2028,1,2028-01,25,1,12307,143380,0.85
R005,current,wheat,baseline_only,F005,2028,2,2028-02,26,1,12546,143380,0.867
R005,current,wheat,baseline_only,F005,2028,3,2028-03,27,1,12904,143380,0.892
R005,current,wheat,baseline_only,F005,2028,4,2028-04,28,1,13024,143380,0.9
R005,current,wheat,baseline_only,F005,2028,5,2028-05,29,1,12665,143380,0.875
R005,current,wheat,baseline_only,F005,2028,6,2028-06,30,1,11948,143380,0.826
R005,current,wheat,baseline_only,F005,2028,7,2028-07,31,1,11470,143380,0.793
R005,current,wheat,baseline_only,F005,2028,8,2028-08,32,1,10992,143380,0.76
R005,current,wheat,baseline_only,F005,2028,9,2028-09,33,1,10754,143380,0.743
R005,current,wheat,baseline_only,F005,2028,10,2028-10,34,1,11231,143380,0.776
R005,current,wheat,baseline_only,F005,2028,11,2028-11,35,1,11709,143380,0.809
R005,current,wheat,baseline_only,F005,2028,12,2028-12,36,1,11829,143380,0.817
R005,current,wheat,baseline_only,F005,2029,1,2029-01,37,1,12454,145101,0.85
R005,current,wheat,baseline_only,F005,2029,2,2029-02,38,1,12696,145101,0.867
R005,current,wheat,baseline_only,F005,2029,3,2029-03,39,1,13059,145101,0.892
R005,current,wheat,baseline_only,F005,2029,4,2029-04,40,1,13180,145101,0.9
R005,current,wheat,baseline_only,F005,2029,5,2029-05,41,1,12817,145101,0.875
R005,current,wheat,baseline_only,F005,2029,6,2029-06,42,1,12092,145101,0.826
R005,current,wheat,baseline_only,F005,2029,7,2029-07,43,1,11608,145101,0.793
R005,current,wheat,baseline_only,F005,2029,8,2029-08,44,1,11124,145101,0.76
R005,current,wheat,baseline_only,F005,2029,9,2029-09,45,1,10883,145101,0.743
R005,current,wheat,baseline_only,F005,2029,10,2029-10,46,1,11366,145101,0.776
R005,current,wheat,baseline_only,F005,2029,11,2029-11,47,1,11850,145101,0.809
R005,current,wheat,baseline_only,F005,2029,12,2029-12,48,1,11971,145101,0.817
R005,current,wheat,baseline_only,F005,2030,1,2030-01,49,1,12604,146842,0.85
R005,current,wheat,baseline_only,F005,2030,2,2030-02,50,1,12849,146842,0.867
R005,current,wheat,baseline_only,F005,2030,3,2030-03,51,1,13216,146842,0.892
R005,current,wheat,baseline_only,F005,2030,4,2030-04,52,1,13338,146842,0.9
R005,current,wheat,baseline_only,F005,2030,5,2030-05,53,1,12971,146842,0.875
R005,current,wheat,baseline_only,F005,2030,6,2030-06,54,1,12237,146842,0.826
R005,current,wheat,baseline_only,F005,2030,7,2030-07,55,1,11747,146842,0.793
R005,current,wheat,baseline_only,F005,2030,8,2030-08,56,1,11258,146842,0.76
R005,current,wheat,baseline_only,F005,2030,9,2030-09,57,1,11013,146842,0.743
R005,current,wheat,baseline_only,F005,2030,10,2030-10,58,1,11503,146842,0.776
R005,current,wheat,baseline_only,F005,2030,11,2030-11,59,1,11992,146842,0.809
R005,current,wheat,baseline_only,F005,2030,12,2030-12,60,1,12114,146842,0.817
R006,current,beans,baseline_only,F006,2026,1,2026-01,1,1,5658,70000,0.839
R006,current,beans,baseline_only,F006,2026,2,2026-02,2,1,5833,70000,0.865
R006,current,beans,baseline_only,F006,2026,3,2026-03,3,1,5950,70000,0.883
R006,current,beans,baseline_only,F006,2026,4,2026-04,4,1,6008,70000,0.891
R006,current,beans,baseline_only,F006,2026,5,2026-05,5,1,6067,70000,0.9
R006,current,beans,baseline_only,F006,2026,6,2026-06,6,1,5833,70000,0.865
R006,current,beans,baseline_only,F006,2026,7,2026-07,7,1,5717,70000,0.848
R006,current,beans,baseline_only,F006,2026,8,2026-08,8,1,5600,70000,0.831
R006,current,beans,baseline_only,F006,2026,9,2026-09,9,1,5658,70000,0.839
R006,current,beans,baseline_only,F006,2026,10,2026-10,10,1,5833,70000,0.865
R006,current,beans,baseline_only,F006,2026,11,2026-11,11,1,5892,70000,0.874
R006,current,beans,baseline_only,F006,2026,12,2026-12,12,1,5950,70000,0.883
R006,current,beans,baseline_only,F006,2027,1,2027-01,13,1,5715,70700,0.839
R006,current,beans,baseline_only,F006,2027,2,2027-02,14,1,5892,70700,0.865
R006,current,beans,baseline_only,F006,2027,3,2027-03,15,1,6010,70700,0.883
R006,current,beans,baseline_only,F006,2027,4,2027-04,16,1,6068,70700,0.891
R006,current,beans,baseline_only,F006,2027,5,2027-05,17,1,6127,70700,0.9
R006,current,beans,baseline_only,F006,2027,6,2027-06,18,1,5892,70700,0.865
R006,current,beans,baseline_only,F006,2027,7,2027-07,19,1,5774,70700,0.848
R006,current,beans,baseline_only,F006,2027,8,2027-08,20,1,5656,70700,0.831
R006,current,beans,baseline_only,F006,2027,9,2027-09,21,1,5715,70700,0.839
R006,current,beans,baseline_only,F006,2027,10,2027-10,22,1,5892,70700,0.865
R006,current,beans,baseline_only,F006,2027,11,2027-11,23,1,5951,70700,0.874
R006,current,beans,baseline_only,F006,2027,12,2027-12,24,1,6010,70700,0.883
R006,current,beans,baseline_only,F006,2028,1,2028-01,25,1,5772,71407,0.839
R006,current,beans,baseline_only,F006,2028,2,2028-02,26,1,5951,71407,0.865
R006,current,beans,baseline_only,F006,2028,3,2028-03,27,1,6070,71407,0.883
R006,current,beans,baseline_only,F006,2028,4,2028-04,28,1,6129,71407,0.891
R006,current,beans,baseline_only,F006,2028,5,2028-05,29,1,6189,71407,0.9
R006,current,beans,baseline_only,F006,2028,6,2028-06,30,1,5951,71407,0.865
R006,current,beans,baseline_only,F006,2028,7,2028-07,31,1,5832,71407,0.848
R006,current,beans,baseline_only,F006,2028,8,2028-08,32,1,5713,71407,0.831
R006,current,beans,baseline_only,F006,2028,9,2028-09,33,1,5772,71407,0.839
R006,current,beans,baseline_only,F006,2028,10,2028-10,34,1,5951,71407,0.865
R006,current,beans,baseline_only,F006,2028,11,2028-11,35,1,6010,71407,0.874
